,CensusTract,State,County,Urban,Pop2010,OHU2010,LATracts20,lapop20share,PovertyRate,MedianFamilyIncome,lahunvhalfshare,lasnaphalfshare,lakids1,Lat,Long
218,35043011200,New Mexico,Sandoval County,0,2729,1124,1,45.72,19.1,57500.0,5.33,11.58,571.0,35.7721753,-106.701573
219,35043940600,New Mexico,Sandoval County,0,1815,474,1,99.95,26.2,44688.0,9.22,29.26,525.0,35.6086661,-106.7446803
220,35043940900,New Mexico,Sandoval County,0,2668,761,1,78.3,68.0,17188.0,10.35,40.67,915.0,36.0176605,-107.330207
221,35045942900,New Mexico,San Juan County,0,4929,1597,1,90.42,40.6,30820.0,16.8,33.97,1438.0,36.3836535,-108.8311273
222,35045943100,New Mexico,San Juan County,0,1943,600,1,100.0,29.4,42875.0,11.42,27.59,547.0,36.084158,-108.6702949
223,35045943201,New Mexico,San Juan County,0,5702,1711,1,42.25,36.0,32292.0,6.13,27.53,1809.0,36.3192698,-107.9727547
224,35047957500,New Mexico,San Miguel County,0,4395,1743,1,18.08,17.2,45313.0,3.65,12.62,1012.0,35.5019691,-104.5745347
225,35047957700,New Mexico,San Miguel County,0,2457,1013,1,57.57,32.5,34188.0,1.63,26.24,532.0,35.2367578,-105.5261966
226,35051962402,New Mexico,Sierra County,0,2589,1169,1,19.54,23.1,40339.0,0.0,15.78,492.0,33.0810766,-107.5857733
227,35053940000,New Mexico,Socorro County,0,1564,382,1,100.0,67.2,19375.0,25.84,20.22,561.0,34.4151465,-107.53838
228,35053978200,New Mexico,Socorro County,0,1851,801,1,52.63,18.1,48984.0,4.79,7.83,410.0,34.0117561,-107.3024335
229,35057963600,New Mexico,Torrance County,0,6854,2450,1,16.26,28.9,54270.0,3.6,24.43,1556.0,34.7948559,-106.0058557
230,35057963700,New Mexico,Torrance County,0,2294,1013,1,100.0,26.5,60469.0,6.4,15.87,493.0,34.5165174,-105.7535813
231,35059950200,New Mexico,Union County,0,4549,1695,1,21.31,14.1,47159.0,5.07,8.93,386.0,36.4880853,-103.4757229
232,37095920100,North Carolina,Hyde County,0,5810,2119,1,16.3,22.3,49939.0,1.06,21.15,991.0,35.5349507,-76.2644003
233,38003968000,North Dakota,Barnes County,0,2740,1114,1,22.91,8.7,90250.0,3.55,6.14,639.0,46.9378899,-98.2386211
234,38005956600,North Dakota,Benson County,0,972,464,1,72.9,8.9,68906.0,4.02,6.88,189.0,47.9851423,-99.5858572
235,38007963100,North Dakota,Billings County,0,783,358,1,73.98,8.6,106964.0,1.56,1.04,138.0,47.0092826,-103.3649241
236,38009952500,North Dakota,Bottineau County,0,1861,794,1,47.91,8.3,80536.0,2.04,6.22,415.0,48.7703061,-101.2015486
237,38015011400,North Dakota,Burleigh County,0,2352,925,1,22.13,8.8,97803.0,1.31,1.34,552.0,46.8160787,-100.3712269
238,38015011500,North Dakota,Burleigh County,0,1500,627,1,34.93,6.0,90313.0,2.43,1.9,321.0,47.1483899,-100.4845338
239,38017040100,North Dakota,Cass County,0,1955,813,1,40.66,5.5,80240.0,2.64,2.21,478.0,46.9112595,-97.5454392
240,38017040200,North Dakota,Cass County,0,2291,888,1,29.47,3.0,100385.0,2.95,2.56,610.0,47.1297474,-97.1444195
241,38025962200,North Dakota,Dunn County,0,3536,1401,1,15.61,8.9,92639.0,0.97,3.4,603.0,47.3546096,-102.6123649
242,38033962900,North Dakota,Golden Valley County,0,1680,774,1,100.0,6.5,70897.0,5.25,3.97,404.0,46.9389237,-103.8446117
243,38041964700,North Dakota,Hettinger County,0,1134,491,1,82.04,12.6,64250.0,0.97,6.76,229.0,46.4064976,-102.2257352
244,38041964800,North Dakota,Hettinger County,0,1343,565,1,97.42,6.6,71429.0,1.92,5.53,239.0,46.4614484,-102.6644893
245,38043966800,North Dakota,Kidder County,0,2435,1059,1,100.0,10.0,62132.0,1.73,6.54,523.0,46.9753973,-99.7757425
246,38047972500,North Dakota,Logan County,0,1990,843,1,41.78,7.5,73958.0,2.95,3.06,420.0,46.469278,-99.5045846
247,38049955600,North Dakota,McHenry County,0,2512,1124,1,31.19,10.7,83929.0,2.99,9.58,548.0,48.3880557,-100.6444479
248,38049955900,North Dakota,McHenry County,0,2883,1253,1,19.89,6.9,87664.0,2.27,5.08,359.0,48.0147679,-100.6174187
249,38055961000,North Dakota,McLean County,0,5053,2184,1,11.99,11.3,76570.0,2.58,3.84,750.0,47.6958856,-101.4324873
250,38059020400,North Dakota,Morton County,0,3026,1172,1,22.89,2.5,109318.0,1.23,0.75,755.0,46.6253142,-100.997491
251,38063959000,North Dakota,Nelson County,0,3126,1474,1,75.79,10.5,73068.0,2.24,6.36,560.0,47.9186666,-98.2044278
252,38071957700,North Dakota,Ramsey County,0,2845,1194,1,19.9,6.8,99107.0,0.28,4.0,590.0,48.2655513,-98.7373289
253,38083960200,North Dakota,Sheridan County,0,1321,645,1,73.77,14.0,64583.0,4.79,11.18,211.0,47.5813734,-100.3414991
254,38087965000,North Dakota,Slope County,0,727,326,1,46.38,5.5,74107.0,0.91,3.95,146.0,46.4458339,-103.462462
255,38093967000,North Dakota,Stutsman County,0,2555,1061,1,24.44,6.8,92986.0,0.47,1.8,558.0,47.1286697,-98.9638091
256,38093967200,North Dakota,Stutsman County,0,2683,1122,1,34.96,7.0,81484.0,1.81,2.21,650.0,46.7703032,-98.9548437
257,38103960000,North Dakota,Wells County,0,2384,1100,1,21.23,6.9,78542.0,0.98,1.77,415.0,47.5808513,-99.6715023
258,40043959300,Oklahoma,Dewey County,0,1303,563,1,59.57,14.9,62721.0,2.24,8.2,290.0,35.9131463,-99.0791414
259,40089098200,Oklahoma,McCurtain County,0,2698,1073,1,78.0,20.6,48967.0,5.73,14.7,671.0,34.3596862,-94.7586949
260,41001950600,Oregon,Baker County,0,1924,939,1,91.41,14.0,51667.0,1.33,11.03,293.0,44.851074,-117.2473647
261,41019100000,Oregon,Douglas County,0,3229,1301,1,16.64,18.7,55417.0,2.8,16.36,577.0,43.3251131,-122.5428477
262,41021960100,Oregon,Gilliam County,0,1871,864,1,38.63,10.7,52917.0,4.35,10.46,252.0,45.381666,-120.2118514
263,41023960100,Oregon,Grant County,0,2157,963,1,40.39,18.9,57833.0,1.64,12.58,404.0,44.6276205,-118.8394135
264,41025960200,Oregon,Harney County,0,2141,869,1,28.81,10.3,63466.0,2.73,7.49,505.0,42.9497423,-118.9026357
265,41035970100,Oregon,Klamath County,0,3038,1391,1,17.83,13.6,42474.0,4.88,18.95,415.0,43.269122,-121.7828995
266,41035970200,Oregon,Klamath County,0,4723,2134,1,88.06,27.3,43505.0,2.9,24.95,796.0,42.6973333,-121.5461416
267,41035970500,Oregon,Klamath County,0,1608,680,1,35.79,22.3,45461.0,5.83,22.91,314.0,42.2903553,-121.1010728
268,41037960100,Oregon,Lake County,0,2756,1275,1,97.69,16.2,41783.0,6.36,17.49,556.0,42.8670655,-120.3777704
269,41045970900,Oregon,Malheur County,0,5899,1208,1,19.55,14.3,62222.0,2.57,11.68,660.0,43.1642118,-117.6210009
270,41065970800,Oregon,Wasco County,0,4452,1757,1,31.3,13.4,60104.0,4.36,18.41,944.0,45.1011584,-121.1855501
271,41069960100,Oregon,Wheeler County,0,1441,651,1,60.13,20.0,49500.0,4.54,18.31,259.0,44.7364108,-120.026875
272,45019005000,South Carolina,Charleston County,0,4913,1937,1,14.71,21.0,60938.0,7.39,18.83,917.0,33.0459685,-79.5503933
273,46019967600,South Dakota,Butte County,0,2972,1230,1,32.42,10.9,61058.0,1.84,11.73,687.0,44.8964345,-103.5017616
274,46041941700,South Dakota,Dewey County,0,2819,957,1,59.91,25.0,52885.0,4.95,19.78,866.0,45.1500047,-100.8522182
275,46047964100,South Dakota,Fall River County,0,2787,1291,1,26.77,20.5,52401.0,3.57,8.54,532.0,43.2215038,-103.5121024
276,46055960100,South Dakota,Haakon County,0,1937,850,1,30.04,13.3,39861.0,1.38,1.13,258.0,44.2843122,-101.5917895
277,46063968700,South Dakota,Harding County,0,1255,539,1,96.02,8.5,61250.0,0.73,1.46,292.0,45.5966116,-103.4738669
278,46073974100,South Dakota,Jerauld County,0,2071,870,1,76.82,8.3,66406.0,3.19,4.14,435.0,44.0634157,-98.6231878
279,46075091600,South Dakota,Jones County,0,1006,458,1,91.73,10.6,45921.0,2.23,6.45,225.0,43.9519896,-100.6861386
280,46085972600,South Dakota,Lyman County,0,2275,1005,1,53.64,7.6,68472.0,1.42,3.57,423.0,43.8546538,-99.8752588
281,46093020500,South Dakota,Meade County,0,4380,1685,1,25.83,5.9,60781.0,0.75,3.57,1018.0,44.6002397,-102.5835662
282,46119979100,South Dakota,Sully County,0,1373,610,1,70.48,4.4,79643.0,2.26,2.29,310.0,44.722325,-100.1313985
283,46137941600,South Dakota,Ziebach County,0,2801,836,1,26.22,41.0,38068.0,8.97,22.34,626.0,44.9816662,-101.6692245
284,48019000200,Texas,Bandera County,0,2726,1183,1,23.14,13.6,54922.0,0.53,10.58,541.0,29.7597657,-99.3923979
285,48033950100,Texas,Borden County,0,641,264,1,67.02,2.6,96691.0,1.92,1.92,138.0,32.7440621,-101.4330328
286,48043950500,Texas,Brewster County,0,3161,1509,1,55.36,12.8,55486.0,5.58,6.93,478.0,29.8089965,-103.2524579
287,48045950200,Texas,Briscoe County,0,1637,692,1,90.1,15.6,54200.0,3.48,11.23,362.0,34.5251725,-101.205893
288,48081950100,Texas,Coke County,0,1676,725,1,61.2,12.5,55673.0,6.09,3.89,379.0,31.917756,-100.3602362
289,48081950200,Texas,Coke County,0,1644,741,1,94.41,18.8,62784.0,1.51,12.18,320.0,31.877105,-100.6352358
290,48101950100,Texas,Cottle County,0,1505,677,1,96.19,31.4,40469.0,9.23,24.93,350.0,34.0919063,-100.2764416
291,48155950100,Texas,Foard County,0,1336,573,1,80.9,6.9,54306.0,4.85,17.59,278.0,33.980404,-99.7774272
292,48173950100,Texas,Glasscock County,0,1226,441,1,76.5,9.5,75583.0,0.0,0.69,352.0,31.8685906,-101.528971
293,48191950500,Texas,Hall County,0,3353,1372,1,15.47,23.2,38971.0,5.89,14.99,346.0,34.5208355,-100.6927009
294,48229950300,Texas,Hudspeth County,0,3476,1174,1,46.47,28.2,31165.0,3.79,25.56,1047.0,31.4508678,-105.3775489
295,48235950100,Texas,Irion County,0,1599,653,1,62.74,14.8,76389.0,0.96,4.42,368.0,31.3034241,-100.9813037
296,48263950100,Texas,Kent County,0,808,350,1,76.35,10.9,61667.0,10.06,11.32,185.0,33.1847797,-100.7697199
297,48269950100,Texas,King County,0,286,113,1,95.45,8.8,66806.0,0.0,6.59,68.0,33.6141593,-100.2505476
298,48283950300,Texas,La Salle County,0,6886,1931,1,26.91,12.1,53699.0,3.9,13.84,971.0,28.3510976,-99.0967743
299,48301950100,Texas,Loving County,0,82,39,1,88.93,18.6,101042.0,0.0,9.09,9.0,31.8449361,-103.5612293
300,48311950100,Texas,McMullen County,0,707,310,1,64.43,12.8,72750.0,4.04,4.93,119.0,28.3849219,-98.5788529
301,48359950100,Texas,Oldham County,0,2052,691,1,89.23,12.0,74148.0,1.85,6.45,698.0,35.4019206,-102.5976203
302,48371950100,Texas,Pecos County,0,2383,886,1,23.5,9.8,65313.0,1.54,3.58,290.0,31.1856233,-102.8789156
303,48385950100,Texas,Real County,0,3309,1374,1,97.08,22.8,50000.0,2.97,6.76,660.0,29.8230304,-99.805303
304,48389950500,Texas,Reeves County,0,975,377,1,97.52,8.1,54250.0,3.39,8.96,251.0,31.0333498,-103.6476675
305,48393950100,Texas,Roberts County,0,929,359,1,73.1,12.2,79688.0,3.54,4.18,236.0,35.8362157,-100.8075549
306,48427950101,Texas,Starr County,0,1268,483,1,82.04,29.1,43309.0,0.76,15.91,299.0,26.650857,-98.6058228
307,48431950100,Texas,Sterling County,0,1143,440,1,100.0,3.5,68411.0,0.65,4.55,279.0,31.8357739,-101.0549111
308,48443950100,Texas,Terrell County,0,984,430,1,99.95,15.0,51023.0,6.31,1.52,218.0,30.2323316,-102.0725386
309,48447950300,Texas,Throckmorton County,0,1641,721,1,65.27,14.7,64231.0,3.06,6.54,366.0,33.1707121,-99.2061367
310,48463950100,Texas,Uvalde County,0,3257,1245,1,28.64,14.3,45208.0,14.86,12.93,789.0,29.4380367,-99.5286644
311,48463950200,Texas,Uvalde County,0,7740,2744,1,6.54,27.0,53859.0,3.05,11.44,1762.0,29.3024654,-99.8295626
312,48507950100,Texas,Zavala County,0,1232,388,1,80.68,54.1,0.0,32.35,48.04,380.0,28.956849,-99.6122673
313,49003960100,Utah,Box Elder County,0,3152,978,1,21.93,5.6,66284.0,0.45,3.7,1142.0,41.5165611,-113.1734542
314,49007000600,Utah,Carbon County,0,4416,1664,1,26.89,14.7,57214.0,2.21,10.79,1189.0,39.6487141,-110.4005402
315,49009960100,Utah,Daggett County,0,1059,426,1,100.0,4.7,96333.0,4.83,0.0,243.0,40.890099,-109.5057855
316,49013940300,Utah,Duchesne County,0,3847,1311,1,23.48,11.0,60369.0,1.69,6.43,619.0,40.2620858,-110.5313665
317,49015976500,Utah,Emery County,0,3462,1198,1,32.7,16.0,55917.0,3.45,7.49,573.0,38.931108,-110.664459
318,49017000400,Utah,Garfield County,0,2795,1122,1,89.88,13.6,67361.0,3.03,3.01,689.0,37.8258672,-111.2739123
319,49031960100,Utah,Piute County,0,1556,576,1,62.38,17.1,44167.0,1.4,8.42,468.0,38.3358805,-112.1293755
320,49033950100,Utah,Rich County,0,2264,805,1,96.02,15.9,63500.0,0.4,2.74,704.0,41.6275976,-111.2402269
321,49037942000,Utah,San Juan County,0,3882,1068,1,96.26,39.7,35333.0,13.96,24.36,1395.0,37.1948026,-109.3389774
322,49037942100,Utah,San Juan County,0,2187,613,1,37.93,43.1,28250.0,8.98,31.88,816.0,37.1162483,-110.4057948
323,49037978100,Utah,San Juan County,0,3773,1280,1,15.78,11.3,66842.0,1.53,3.53,518.0,38.100963,-109.3743776
324,49043964203,Utah,Summit County,0,103,45,1,36.23,0.0,0.0,0.0,14.29,23.0,40.8523726,-110.6511974
325,49045130600,Utah,Tooele County,0,2477,868,1,40.12,24.6,50417.0,19.59,9.87,850.0,40.5016482,-113.5949484
326,51091970100,Virginia,Highland County,0,2321,1081,1,25.31,12.3,54922.0,7.13,6.5,346.0,38.3566717,-79.5679583
327,53019940000,Washington,Ferry County,0,1731,656,1,57.29,27.7,42639.0,4.07,30.05,463.0,48.2182275,-118.5224708
328,53027000300,Washington,Grays Harbor County,0,3334,1319,1,16.27,11.9,60259.0,2.29,13.58,666.0,47.2804542,-123.8016043
329,53031950702,Washington,Jefferson County,0,2131,796,1,27.34,16.5,61250.0,4.09,11.86,257.0,47.7378495,-123.8276924
330,53043960400,Washington,Lincoln County,0,2998,1283,1,17.67,16.1,54327.0,1.3,13.09,468.0,47.397694,-118.3662834
331,53059950100,Washington,Skamania County,0,98,51,1,36.35,14.0,66250.0,0.0,25.0,11.0,46.083448,-121.9117513
332,53065950100,Washington,Stevens County,0,7292,3158,1,9.35,16.0,54009.0,2.48,18.72,1020.0,48.8297647,-117.8801521
333,53075001000,Washington,Whitman County,0,2115,898,1,24.46,10.9,68716.0,1.79,6.52,472.0,46.744457,-117.9923064
334,54075960101,West Virginia,Pocahontas County,0,1242,549,1,37.07,24.9,55458.0,4.69,8.57,213.0,38.4471769,-79.7491116
335,56001963900,Wyoming,Albany County,0,2141,957,1,55.75,11.1,74740.0,0.74,1.8,364.0,41.6655141,-105.7218826
336,56005000700,Wyoming,Campbell County,0,8828,3228,1,7.6,12.1,83926.0,5.37,2.9,2555.0,44.6514742,-105.5491564
337,56007967600,Wyoming,Carbon County,0,2326,694,1,45.56,21.9,79844.0,1.53,3.35,410.0,41.7068338,-107.3673125
338,56007968100,Wyoming,Carbon County,0,1639,691,1,98.45,13.2,50652.0,4.87,4.74,381.0,41.9723619,-106.4609674
339,56015958000,Wyoming,Goshen County,0,3015,1176,1,24.63,12.1,82386.0,1.59,4.33,551.0,41.8427367,-104.3818292
340,56019955100,Wyoming,Johnson County,0,2475,1052,1,37.91,6.5,82297.0,0.18,0.0,530.0,44.0440477,-106.5885406
341,56023978200,Wyoming,Lincoln County,0,1994,738,1,56.89,5.8,63438.0,0.0,3.32,627.0,41.9386079,-110.5561793
342,56025001401,Wyoming,Natrona County,0,5620,2048,1,12.64,11.7,68076.0,1.32,6.78,1580.0,43.2083803,-106.3349847
343,56029965300,Wyoming,Park County,0,7155,3079,1,22.07,5.2,78792.0,1.95,1.09,1257.0,44.49391,-109.6675783
344,56037971600,Wyoming,Sweetwater County,0,2092,857,1,76.34,6.4,79250.0,2.11,6.09,530.0,41.6969563,-108.6560648
345,56039967600,Wyoming,Teton County,0,4600,2022,1,12.44,10.0,117682.0,0.0,0.0,882.0,44.0493205,-110.5881023
346,56043000200,Wyoming,Washakie County,0,3326,1317,1,21.95,9.7,67254.0,5.06,4.83,716.0,43.8788305,-107.669052
